sentence1	sentence2	heuristic	gold_label	data	
De hardlopers wie de boa's leren redden met de mimespelers 	De mimespelers redden met de hardlopers 	CONTRADICTION	lexical_overlap	TEST
De mimespelers lezen met de spelers wie de mannen redden 	De spelers lezen met de mannen 	CONTRADICTION	lexical_overlap	TRAIN
De soldaten wie de hardlopers ontwijken trouwen met de mimespelers 	De mimespelers trouwen met de hardlopers 	CONTRADICTION	lexical_overlap	TRAIL
De klimmers trekken de hardlopers wie schoppen met de boa's 	De hardlopers trekken met de boa's 	CONTRADICTION	lexical_overlap	TEST
De spelers wie de fotografen voeren duelleren met de boa's 	De fotografen duelleren met de spelers 	CONTRADICTION	lexical_overlap	TEST
De hardlopers snuffelen de mannen wie lezen met de spelers 	De mannen snuffelen met de spelers 	CONTRADICTION	lexical_overlap	TEST
De leerlingen dragen met de studenten wie de mannen duelleren 	De studenten dragen met de mannen 	CONTRADICTION	lexical_overlap	TEST
De mimespelers redden met de fotografen wie de soldaten verpletteren 	De soldaten redden met de mimespelers 	CONTRADICTION	lexical_overlap	TRAIL
De studenten wie de jongens breken verlaten met de klimmers 	De klimmers verlaten met de jongens 	CONTRADICTION	lexical_overlap	TEST
De fietsers trouwen de hardlopers wie vangen met de jongens 	De jongens trouwen met de fietsers 	CONTRADICTION	lexical_overlap	TEST
De mimespelers wie de studenten knuffelen dragen met de fietsers 	De studenten dragen met de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De fietsers dragen de klimmers wie verlaten met de vrouwen 	De vrouwen dragen met de fietsers 	CONTRADICTION	lexical_overlap	TRAIN
De mimespelers wie de fotografen dragen worstelen met de studenten 	De fotografen worstelen met de mimespelers 	CONTRADICTION	lexical_overlap	TRAIL
De jongvolwassenen telefoneren de spelers wie breken met de jongens 	De spelers telefoneren met de jongens 	CONTRADICTION	lexical_overlap	TEST
De jongens wie de dochters ontwijken redden met de boa's 	De boa's redden met de jongens 	CONTRADICTION	lexical_overlap	TEST
De dochters wie de spelers borstelen duelleren met de fietsers 	De fietsers duelleren met de spelers 	CONTRADICTION	lexical_overlap	TEST
De hardlopers snuffelen met de spelers wie de dochters verlaten 	De spelers snuffelen met de dochters 	CONTRADICTION	lexical_overlap	TEST
De spelers wie de dochters borstelen verlaten met de mannen 	De mannen verlaten met de spelers 	CONTRADICTION	lexical_overlap	TEST
De mannen wie de vrouwen verpletteren praten met de jongens 	De jongens praten met de mannen 	CONTRADICTION	lexical_overlap	TEST
De studenten praten met de spelers wie de fotografen verpletteren 	De fotografen praten met de studenten 	CONTRADICTION	lexical_overlap	TEST
De soldaten redden de mannen wie werken met de motorrijders 	De mannen redden met de soldaten 	CONTRADICTION	lexical_overlap	TEST
De boa's worstelen de jongens wie verpletteren met de leerlingen 	De leerlingen worstelen met de boa's 	CONTRADICTION	lexical_overlap	TEST
De dochters wie de vrouwen zagen trekken met de boa's 	De vrouwen trekken met de dochters 	CONTRADICTION	lexical_overlap	TEST
De klimmers worstelen de spelers wie zwemmen met de jongvolwassenen 	De spelers worstelen met de jongvolwassenen 	CONTRADICTION	lexical_overlap	TEST
De boa's duelleren met de studenten wie de dochters zagen 	De studenten duelleren met de dochters 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen wie de dochters dragen gooien met de mimespelers 	De mimespelers gooien met de dochters 	CONTRADICTION	lexical_overlap	TEST
De boa's wie de jongvolwassenen redden dragen met de vrouwen 	De jongvolwassenen dragen met de boa's 	CONTRADICTION	lexical_overlap	TEST
De mannen wie worstelen de spelers snuffelen met de jongvolwassenen 	De spelers snuffelen met de mannen 	CONTRADICTION	lexical_overlap	TEST
De jongens wie de fotografen trekken zwemmen met de vrouwen 	De vrouwen zwemmen met de jongens 	CONTRADICTION	lexical_overlap	TRAIL
De mimespelers wie de dochters dragen borstelen met de studenten 	De studenten borstelen met de dochters 	CONTRADICTION	lexical_overlap	TEST
De vrouwen trekken met de klimmers wie de leerlingen ontwijken 	De klimmers trekken met de leerlingen 	CONTRADICTION	lexical_overlap	TEST
De klimmers zagen de dochters wie telefoneren met de hardlopers 	De dochters zagen met de klimmers 	CONTRADICTION	lexical_overlap	TEST
De studenten trekken de klimmers wie verpletteren met de mannen 	De klimmers trekken met de studenten 	CONTRADICTION	lexical_overlap	TEST
De motorrijders zagen met de studenten wie de fotografen duelleren 	De studenten zagen met de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De mannen worstelen de klimmers wie leren met de studenten 	De studenten worstelen met de mannen 	CONTRADICTION	lexical_overlap	TEST
De hardlopers trekken de klimmers wie ontwijken met de studenten 	De klimmers trekken met de studenten 	CONTRADICTION	lexical_overlap	TEST
De jongens wie breken de boa's verlaten met de spelers 	De boa's verlaten met de jongens 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen wie de klimmers breken vangen met de soldaten 	De soldaten vangen met de jongvolwassenen 	CONTRADICTION	lexical_overlap	TEST
De hardlopers wie de klimmers breken studeren met de fietsers 	De fietsers studeren met de hardlopers 	CONTRADICTION	lexical_overlap	TEST
De spelers wie de jongens duelleren ontwijken met de fietsers 	De fietsers ontwijken met de spelers 	CONTRADICTION	lexical_overlap	TEST
De spelers breken de soldaten wie gooien met de studenten 	De soldaten breken met de studenten 	CONTRADICTION	lexical_overlap	TEST
De motorrijders wie de soldaten voeren trekken met de fietsers 	De fietsers trekken met de soldaten 	CONTRADICTION	lexical_overlap	TEST
De soldaten ontwijken de klimmers wie lezen met de boa's 	De boa's ontwijken met de soldaten 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen knuffelen de boa's wie snuffelen met de studenten 	De boa's knuffelen met de jongvolwassenen 	CONTRADICTION	lexical_overlap	TEST
De dochters wie de jongens trekken zagen met de fietsers 	De jongens zagen met de dochters 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen wie de spelers studeren leren met de boa's 	De boa's leren met de spelers 	CONTRADICTION	lexical_overlap	TEST
De fietsers wie de motorrijders worstelen breken met de boa's 	De boa's breken met de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De fotografen trouwen de boa's wie leren met de mannen 	De mannen trouwen met de fotografen 	CONTRADICTION	lexical_overlap	TEST
De dochters trouwen met de mimespelers wie de studenten redden 	De studenten trouwen met de dochters 	CONTRADICTION	lexical_overlap	TEST
De klimmers vangen met de studenten wie de jongvolwassenen ontwijken 	De jongvolwassenen vangen met de klimmers 	CONTRADICTION	lexical_overlap	TEST
De motorrijders borstelen met de hardlopers wie de studenten voeren 	De studenten borstelen met de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De motorrijders gooien de mimespelers wie schoppen met de dochters 	De mimespelers gooien met de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De dochters borstelen met de boa's wie de spelers tekenen 	De spelers borstelen met de dochters 	CONTRADICTION	lexical_overlap	TEST
De fietsers vangen met de dochters wie de jongvolwassenen snuffelen 	De dochters vangen met de jongvolwassenen 	CONTRADICTION	lexical_overlap	TRAIN
De fotografen wie de spelers leren lezen met de motorrijders 	De spelers lezen met de fotografen 	CONTRADICTION	lexical_overlap	TRAIL
De jongens wie vangen de motorrijders trekken met de spelers 	De motorrijders trekken met de jongens 	CONTRADICTION	lexical_overlap	TEST
De hardlopers voeren met de dochters wie de motorrijders schoppen 	De dochters voeren met de hardlopers 	CONTRADICTION	lexical_overlap	TRAIN
De mimespelers wie de klimmers knuffelen breken met de vrouwen 	De vrouwen breken met de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De mimespelers redden met de dochters wie de hardlopers tekenen 	De hardlopers redden met de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De klimmers wie vangen de soldaten gooien met de jongens 	De soldaten gooien met de klimmers 	CONTRADICTION	lexical_overlap	TEST
De mannen dragen de vrouwen wie werken met de fotografen 	De vrouwen dragen met de fotografen 	CONTRADICTION	lexical_overlap	TEST
De studenten wie de motorrijders redden borstelen met de jongvolwassenen 	De jongvolwassenen borstelen met de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De soldaten dragen met de mimespelers wie de boa's ontwijken 	De boa's dragen met de soldaten 	CONTRADICTION	lexical_overlap	TRAIL
De klimmers breken met de spelers wie de hardlopers trekken 	De spelers breken met de hardlopers 	CONTRADICTION	lexical_overlap	TEST
De fotografen wie de jongvolwassenen ontwijken knuffelen met de motorrijders 	De motorrijders knuffelen met de fotografen 	CONTRADICTION	lexical_overlap	TEST
De jongens wie de fietsers duelleren zwemmen met de soldaten 	De soldaten zwemmen met de jongens 	CONTRADICTION	lexical_overlap	TEST
De jongens zagen met de mannen wie de spelers redden 	De mannen zagen met de spelers 	CONTRADICTION	lexical_overlap	TEST
De studenten redden met de spelers wie de mannen ontwijken 	De spelers redden met de studenten 	CONTRADICTION	lexical_overlap	TRAIL
De hardlopers leren de fotografen wie ontwijken met de vrouwen 	De vrouwen leren met de hardlopers 	CONTRADICTION	lexical_overlap	TEST
De fotografen wie trouwen de fietsers borstelen met de spelers 	De fietsers borstelen met de fotografen 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen zagen de mimespelers wie leren met de mannen 	De mannen zagen met de jongvolwassenen 	CONTRADICTION	lexical_overlap	TEST
De dochters lezen met de boa's wie de leerlingen worstelen 	De leerlingen lezen met de dochters 	CONTRADICTION	lexical_overlap	TEST
De dochters knuffelen met de studenten wie de klimmers verpletteren 	De studenten knuffelen met de dochters 	CONTRADICTION	lexical_overlap	TEST
De leerlingen verlaten met de mimespelers wie de soldaten duelleren 	De mimespelers verlaten met de leerlingen 	CONTRADICTION	lexical_overlap	TEST
De jongens duelleren de leerlingen wie snuffelen met de motorrijders 	De motorrijders duelleren met de jongens 	CONTRADICTION	lexical_overlap	TEST
De spelers trekken met de studenten wie de boa's gooien 	De studenten trekken met de boa's 	CONTRADICTION	lexical_overlap	TEST
De klimmers schoppen met de jongvolwassenen wie de boa's dragen 	De jongvolwassenen schoppen met de boa's 	CONTRADICTION	lexical_overlap	TEST
De fotografen knuffelen met de hardlopers wie de motorrijders schoppen 	De motorrijders knuffelen met de fotografen 	CONTRADICTION	lexical_overlap	TEST
De fotografen praten met de hardlopers wie de spelers tekenen 	De hardlopers praten met de spelers 	CONTRADICTION	lexical_overlap	TEST
De mannen wie de klimmers zagen praten met de boa's 	De boa's praten met de klimmers 	CONTRADICTION	lexical_overlap	TEST
De fotografen wie de hardlopers studeren praten met de dochters 	De dochters praten met de fotografen 	CONTRADICTION	lexical_overlap	TRAIN
De fotografen worstelen de spelers wie werken met de mannen 	De spelers worstelen met de mannen 	CONTRADICTION	lexical_overlap	TEST
De hardlopers wie schoppen de spelers breken met de dochters 	De spelers breken met de hardlopers 	CONTRADICTION	lexical_overlap	TEST
De leerlingen wie de dochters duelleren knuffelen met de motorrijders 	De motorrijders knuffelen met de dochters 	CONTRADICTION	lexical_overlap	TEST
De dochters trouwen de boa's wie voeren met de fietsers 	De fietsers trouwen met de dochters 	CONTRADICTION	lexical_overlap	TRAIN
De klimmers studeren met de mannen wie de dochters worstelen 	De dochters studeren met de klimmers 	CONTRADICTION	lexical_overlap	TEST
De fietsers vangen de motorrijders wie trekken met de soldaten 	De soldaten vangen met de fietsers 	CONTRADICTION	lexical_overlap	TEST
De vrouwen wie de fietsers leren borstelen met de dochters 	De dochters borstelen met de fietsers 	CONTRADICTION	lexical_overlap	TEST
De mannen wie trekken de vrouwen borstelen met de soldaten 	De vrouwen borstelen met de mannen 	CONTRADICTION	lexical_overlap	TEST
De leerlingen en de motorrijders studeren de dochters 	De motorrijders studeren de leerlingen 	CONTRADICTION	lexical_overlap	TRAIN
De hardlopers en de studenten borstelen de boa's 	De hardlopers borstelen de studenten 	CONTRADICTION	lexical_overlap	TEST
De boa's verlaten de fotografen en de dochters 	De fotografen verlaten de dochters 	CONTRADICTION	lexical_overlap	TEST
De fotografen voeren de mannen en de motorrijders 	De mannen voeren de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De vrouwen en de mimespelers vangen de fotografen 	De mimespelers vangen de vrouwen 	CONTRADICTION	lexical_overlap	TEST
De dochters en de spelers redden de mannen 	De dochters redden de spelers 	CONTRADICTION	lexical_overlap	TEST
De fotografen en de mimespelers worstelen de mannen 	De fotografen worstelen de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De fotografen en de motorrijders schoppen de studenten 	De fotografen schoppen de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De studenten en de soldaten snuffelen de mimespelers 	De studenten snuffelen de soldaten 	CONTRADICTION	lexical_overlap	TEST
De klimmers en de soldaten worstelen de studenten 	De soldaten worstelen de klimmers 	CONTRADICTION	lexical_overlap	TEST
De boa's schoppen de vrouwen en de mannen 	De vrouwen schoppen de mannen 	CONTRADICTION	lexical_overlap	TRAIL
De dochters en de mimespelers tekenen de motorrijders 	De dochters tekenen de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De boa's en de mannen leren de klimmers 	De boa's leren de mannen 	CONTRADICTION	lexical_overlap	TEST
De mannen trouwen de boa's en de fotografen 	De boa's trouwen de fotografen 	CONTRADICTION	lexical_overlap	TEST
De boa's gooien de jongvolwassenen en de leerlingen 	De jongvolwassenen gooien de leerlingen 	CONTRADICTION	lexical_overlap	TEST
De mannen voeren de leerlingen and de mimespelers 	De mimespelers voeren de leerlingen 	CONTRADICTION	lexical_overlap	TEST
De klimmers ontwijken de leerlingen en de dochters 	De leerlingen ontwijken de dochters 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen duelleren de fietsers and de hardlopers 	De hardlopers duelleren de fietsers 	CONTRADICTION	lexical_overlap	TEST
De dochters en de fotografen ontwijken de mimespelers 	De dochters ontwijken de fotografen 	CONTRADICTION	lexical_overlap	TEST
De boa's vangen de mimespelers en de hardlopers 	De mimespelers vangen de hardlopers 	CONTRADICTION	lexical_overlap	TEST
De fotografen gooien de spelers en de jongens 	De spelers gooien de jongens 	CONTRADICTION	lexical_overlap	TEST
De jongens worstelen de mannen and de spelers 	De spelers worstelen de mannen 	CONTRADICTION	lexical_overlap	TEST
De vrouwen leren de motorrijders and de jongvolwassenen 	De jongvolwassenen leren de motorrijders 	CONTRADICTION	lexical_overlap	TRAIL
De klimmers en de soldaten vangen de boa's 	De klimmers vangen de soldaten 	CONTRADICTION	lexical_overlap	TEST
De leerlingen en de mimespelers redden de klimmers 	De mimespelers redden de leerlingen 	CONTRADICTION	lexical_overlap	TRAIL
De spelers ontwijken de fietsers en de dochters 	De fietsers ontwijken de dochters 	CONTRADICTION	lexical_overlap	TRAIN
De mannen leren de vrouwen en de dochters 	De vrouwen leren de dochters 	CONTRADICTION	lexical_overlap	TEST
De leerlingen en de mimespelers verpletteren de klimmers 	De mimespelers verpletteren de leerlingen 	CONTRADICTION	lexical_overlap	TEST
De spelers en de fotografen ontwijken de vrouwen 	De fotografen ontwijken de spelers 	CONTRADICTION	lexical_overlap	TRAIN
De klimmers gooien de spelers and de jongens 	De jongens gooien de spelers 	CONTRADICTION	lexical_overlap	TEST
De motorrijders worstelen de vrouwen en de spelers 	De vrouwen worstelen de spelers 	CONTRADICTION	lexical_overlap	TEST
De fietsers verlaten de studenten and de jongens 	De jongens verlaten de studenten 	CONTRADICTION	lexical_overlap	TRAIL
De boa's en de studenten schoppen de dochters 	De studenten schoppen de boa's 	CONTRADICTION	lexical_overlap	TEST
De vrouwen en de hardlopers studeren de motorrijders 	De vrouwen studeren de hardlopers 	CONTRADICTION	lexical_overlap	TEST
De mimespelers en de hardlopers telefoneren de fietsers 	De mimespelers telefoneren de hardlopers 	CONTRADICTION	lexical_overlap	TEST
De motorrijders en de spelers telefoneren de jongvolwassenen 	De spelers telefoneren de motorrijders 	CONTRADICTION	lexical_overlap	TRAIN
De motorrijders breken de klimmers and de boa's 	De boa's breken de klimmers 	CONTRADICTION	lexical_overlap	TEST
De fietsers en de leerlingen tekenen de mimespelers 	De leerlingen tekenen de fietsers 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen en de mimespelers breken de hardlopers 	De jongvolwassenen breken de mimespelers 	CONTRADICTION	lexical_overlap	TRAIL
De studenten en de fietsers verlaten de dochters 	De fietsers verlaten de studenten 	CONTRADICTION	lexical_overlap	TEST
De mimespelers zagen de fotografen and de klimmers 	De klimmers zagen de fotografen 	CONTRADICTION	lexical_overlap	TEST
De klimmers worstelen de mimespelers and de mannen 	De mannen worstelen de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen en de vrouwen gooien de hardlopers 	De vrouwen gooien de jongvolwassenen 	CONTRADICTION	lexical_overlap	TEST
De motorrijders redden de boa's and de klimmers 	De klimmers redden de boa's 	CONTRADICTION	lexical_overlap	TEST
De dochters duelleren de jongvolwassenen en de soldaten 	De jongvolwassenen duelleren de soldaten 	CONTRADICTION	lexical_overlap	TEST
De boa's knuffelen de vrouwen en de motorrijders 	De vrouwen knuffelen de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De mimespelers en de fietsers voeren de dochters 	De mimespelers voeren de fietsers 	CONTRADICTION	lexical_overlap	TEST
De fotografen studeren de jongvolwassenen en de fietsers 	De jongvolwassenen studeren de fietsers 	CONTRADICTION	lexical_overlap	TEST
De boa's dragen de studenten and de jongvolwassenen 	De jongvolwassenen dragen de studenten 	CONTRADICTION	lexical_overlap	TEST
De boa's en de klimmers leren de dochters 	De boa's leren de klimmers 	CONTRADICTION	lexical_overlap	TRAIN
De motorrijders knuffelen de studenten en de boa's 	De studenten knuffelen de boa's 	CONTRADICTION	lexical_overlap	TEST
De fietsers en de leerlingen snuffelen de fotografen 	De fietsers snuffelen de leerlingen 	CONTRADICTION	lexical_overlap	TRAIL
De fotografen redden de spelers en de leerlingen 	De spelers redden de leerlingen 	CONTRADICTION	lexical_overlap	TEST
De motorrijders borstelen de jongens en de soldaten 	De jongens borstelen de soldaten 	CONTRADICTION	lexical_overlap	TEST
De mimespelers voeren de jongvolwassenen and de vrouwen 	De vrouwen voeren de jongvolwassenen 	CONTRADICTION	lexical_overlap	TEST
De soldaten leren de jongens en de fotografen 	De jongens leren de fotografen 	CONTRADICTION	lexical_overlap	TEST
De klimmers en de spelers leren de hardlopers 	De spelers leren de klimmers 	CONTRADICTION	lexical_overlap	TRAIN
De jongvolwassenen duelleren de dochters and de fietsers 	De fietsers duelleren de dochters 	CONTRADICTION	lexical_overlap	TEST
De dochters en de mimespelers snuffelen de studenten 	De dochters snuffelen de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De motorrijders borstelen de mimespelers and de studenten 	De studenten borstelen de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De klimmers gooien de jongvolwassenen en de vrouwen 	De jongvolwassenen gooien de vrouwen 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen telefoneren de fietsers en de soldaten 	De fietsers telefoneren de soldaten 	CONTRADICTION	lexical_overlap	TEST
De fietsers en de fotografen borstelen de motorrijders 	De fotografen borstelen de fietsers 	CONTRADICTION	lexical_overlap	TEST
De jongens verlaten de dochters en de jongvolwassenen 	De dochters verlaten de jongvolwassenen 	CONTRADICTION	lexical_overlap	TEST
De hardlopers en de boa's knuffelen de klimmers 	De hardlopers knuffelen de boa's 	CONTRADICTION	lexical_overlap	TRAIN
De motorrijders verpletteren de soldaten en de klimmers 	De soldaten verpletteren de klimmers 	CONTRADICTION	lexical_overlap	TEST
De klimmers en de mimespelers knuffelen de mannen 	De mimespelers knuffelen de klimmers 	CONTRADICTION	lexical_overlap	TRAIN
De fietsers en de leerlingen leren de vrouwen 	De fietsers leren de leerlingen 	CONTRADICTION	lexical_overlap	TEST
De boa's verlaten de hardlopers en de fietsers 	De hardlopers verlaten de fietsers 	CONTRADICTION	lexical_overlap	TRAIL
De dochters en de leerlingen telefoneren de klimmers 	De dochters telefoneren de leerlingen 	CONTRADICTION	lexical_overlap	TRAIN
De vrouwen trekken de klimmers and de fietsers 	De fietsers trekken de klimmers 	CONTRADICTION	lexical_overlap	TEST
De soldaten redden de mannen and de jongvolwassenen 	De jongvolwassenen redden de mannen 	CONTRADICTION	lexical_overlap	TEST
De mimespelers worstelen de leerlingen en de jongens 	De leerlingen worstelen de jongens 	CONTRADICTION	lexical_overlap	TRAIN
De mimespelers snuffelen de spelers en de fotografen 	De spelers snuffelen de fotografen 	CONTRADICTION	lexical_overlap	TEST
De leerlingen redden de mimespelers en de dochters 	De mimespelers redden de dochters 	CONTRADICTION	lexical_overlap	TEST
De fotografen dragen de studenten en de soldaten 	De studenten dragen de soldaten 	CONTRADICTION	lexical_overlap	TEST
De spelers breken de dochters and de fotografen 	De fotografen breken de dochters 	CONTRADICTION	lexical_overlap	TRAIN
De klimmers en de vrouwen borstelen de leerlingen 	De klimmers borstelen de vrouwen 	CONTRADICTION	lexical_overlap	TEST
De soldaten vangen de dochters en de studenten 	De dochters vangen de studenten 	CONTRADICTION	lexical_overlap	TEST
De fotografen gooien de fietsers and de leerlingen 	De leerlingen gooien de fietsers 	CONTRADICTION	lexical_overlap	TRAIL
De vrouwen en de boa's verlaten de klimmers 	De vrouwen verlaten de boa's 	CONTRADICTION	lexical_overlap	TEST
De jongvolwassenen en de fietsers schoppen de jongens 	De jongvolwassenen schoppen de fietsers 	CONTRADICTION	lexical_overlap	TEST
De fotografen en de hardlopers zagen de mannen 	De fotografen zagen de hardlopers 	CONTRADICTION	lexical_overlap	TEST
De klimmers en de fotografen vangen de jongvolwassenen 	De klimmers vangen de fotografen 	CONTRADICTION	lexical_overlap	TEST
De leerlingen schoppen de vrouwen en de studenten 	De vrouwen schoppen de studenten 	CONTRADICTION	lexical_overlap	TEST
De mannen trouwen de jongens en de motorrijders 	De jongens trouwen de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De mimespelers en de dochters tekenen de leerlingen 	De dochters tekenen de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De fietsers duelleren de klimmers and de studenten 	De studenten duelleren de klimmers 	CONTRADICTION	lexical_overlap	TEST
De boa's en de soldaten zagen de jongens 	De soldaten zagen de boa's 	CONTRADICTION	lexical_overlap	TEST
De fotografen gooien de boa's en de motorrijders 	De boa's gooien de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De soldaten en de fietsers zagen de fotografen 	De soldaten zagen de fietsers 	CONTRADICTION	lexical_overlap	TEST
De motorrijders en de studenten redden de klimmers 	De studenten redden de motorrijders 	CONTRADICTION	lexical_overlap	TEST
De studenten borstelen de fietsers and de jongens 	De jongens borstelen de fietsers 	CONTRADICTION	lexical_overlap	TEST
De leerlingen en de fietsers verpletteren de soldaten 	De fietsers verpletteren de leerlingen 	CONTRADICTION	lexical_overlap	TEST
De mimespelers en de motorrijders dragen de mannen 	De motorrijders dragen de mimespelers 	CONTRADICTION	lexical_overlap	TRAIL
De boa's en de motorrijders trouwen de mimespelers 	De motorrijders trouwen de boa's 	CONTRADICTION	lexical_overlap	TEST
De mimespelers en de motorrijders verlaten de klimmers 	De motorrijders verlaten de mimespelers 	CONTRADICTION	lexical_overlap	TEST
De fietsers trekken de jongvolwassenen and de dochters 	De dochters trekken de jongvolwassenen 	CONTRADICTION	lexical_overlap	TRAIL
De fotografen dragen de jongvolwassenen en de studenten 	De jongvolwassenen dragen de studenten 	CONTRADICTION	lexical_overlap	TEST
De soldaten en de leerlingen dragen de fotografen 	De soldaten dragen de leerlingen 	CONTRADICTION	lexical_overlap	TRAIL
De jongens duelleren de leerlingen wie schoppen met de hardlopers 	De leerlingen schoppen met de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De vrouwen snuffelen de jongens wie vangen bij de leerlingen 	De jongens vangen bij de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De leerlingen uit wie de mimespelers snuffelen trekken de vrouwen 	De mimespelers snuffelen uit de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De hardlopers studeren de mannen wie worstelen tegenover de motorrijders 	De mannen worstelen tegenover de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De klimmers worstelen de boa's wie uit de studenten ontwijken 	Uit de studenten uit de boa's 	ENTAILMENT	lexical_overlap	TEST
De soldaten met wie de fietsers studeren knuffelen de mannen 	De soldaten studeren met de mannen 	ENTAILMENT	lexical_overlap	TEST
De fietsers boven wie de motorrijders voeren schoppen de dochters 	De fietsers voeren boven de dochters 	ENTAILMENT	lexical_overlap	TEST
De fotografen naast wie de jongvolwassenen dragen duelleren de studenten 	De jongvolwassenen dragen naast de fotografen 	ENTAILMENT	lexical_overlap	TEST
De hardlopers zagen de motorrijders wie snuffelen tegen de fietsers 	De motorrijders snuffelen tegen de fietsers 	ENTAILMENT	lexical_overlap	TEST
De mannen duelleren de boa's wie bij de leerlingen trekken 	Bij de leerlingen bij de boa's 	ENTAILMENT	lexical_overlap	TEST
De fietsers tegenover wie de motorrijders vangen voeren de spelers 	De fietsers vangen tegenover de spelers 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen tegenover wie de vrouwen snuffelen leren de mannen 	De jongvolwassenen snuffelen tegenover de mannen 	ENTAILMENT	lexical_overlap	TEST
De fotografen redden de fietsers wie leren naast de klimmers 	De fietsers leren naast de klimmers 	ENTAILMENT	lexical_overlap	TEST
De mimespelers knuffelen de leerlingen wie achter de studenten zagen 	Achter de studenten achter de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De soldaten tegen wie de hardlopers schoppen snuffelen de leerlingen 	De hardlopers schoppen tegen de soldaten 	ENTAILMENT	lexical_overlap	TEST
De mannen tussen wie de boa's gooien voeren de studenten 	De boa's gooien tussen de mannen 	ENTAILMENT	lexical_overlap	TEST
De soldaten voor wie de studenten redden schoppen de dochters 	De soldaten redden voor de dochters 	ENTAILMENT	lexical_overlap	TRAIN
De hardlopers boven wie de fietsers borstelen zagen de dochters 	De fietsers borstelen boven de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De studenten tussen wie de soldaten borstelen worstelen de fotografen 	De studenten borstelen tussen de fotografen 	ENTAILMENT	lexical_overlap	TEST
De fietsers tekenen de klimmers wie gooien tegenover de hardlopers 	De klimmers gooien tegenover de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De mannen studeren de hardlopers wie boven de mimespelers leren 	Boven de mimespelers boven de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De spelers naast wie de mimespelers telefoneren snuffelen de studenten 	De spelers telefoneren naast de studenten 	ENTAILMENT	lexical_overlap	TEST
De spelers tegen wie de studenten vangen knuffelen de boa's 	De studenten vangen tegen de spelers 	ENTAILMENT	lexical_overlap	TEST
De hardlopers trekken de mimespelers wie tegenover de soldaten verlaten 	Tegenover de soldaten tegenover de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De klimmers bij wie de jongvolwassenen knuffelen snuffelen de dochters 	De klimmers knuffelen bij de dochters 	ENTAILMENT	lexical_overlap	TEST
De vrouwen vangen de boa's wie tegen de dochters knuffelen 	Tegen de dochters tegen de boa's 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen dragen de studenten wie achter de hardlopers redden 	Achter de hardlopers achter de studenten 	ENTAILMENT	lexical_overlap	TEST
De studenten bij wie de fietsers knuffelen duelleren de jongens 	De fietsers knuffelen bij de studenten 	ENTAILMENT	lexical_overlap	TEST
De spelers studeren de hardlopers wie tekenen onder de dochters 	De hardlopers tekenen onder de dochters 	ENTAILMENT	lexical_overlap	TEST
De leerlingen ontwijken de jongvolwassenen wie naast de spelers verlaten 	Naast de spelers naast de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De leerlingen met wie de mannen trouwen dragen de jongens 	De mannen trouwen met de leerlingen 	ENTAILMENT	lexical_overlap	TRAIL
De jongens borstelen de spelers wie dragen bij de fietsers 	De spelers dragen bij de fietsers 	ENTAILMENT	lexical_overlap	TEST
